,actual_wait div 60000
270,11.915821075439453
271,113.1495132446289
272,99.54875946044922
273,125.02946472167969
274,113.1495132446289
275,10.57308578491211
276,125.02946472167969
277,99.54875946044922
278,146.5627899169922
279,125.02946472167969
280,125.02946472167969
281,11.522602081298828
282,125.02946472167969
283,125.02946472167969
284,10.57308578491211
285,23.31966209411621
286,23.31966209411621
287,122.6954345703125
288,113.1495132446289
289,77.61758422851562
290,125.02946472167969
291,23.31966209411621
292,119.6317367553711
293,82.40115356445312
294,23.31966209411621
295,1.2027620077133179
296,11.522602081298828
297,12.280948638916016
298,125.02946472167969
299,41.13798904418945
300,117.42718505859375
301,122.6954345703125
302,113.1495132446289
303,22.73786735534668
304,125.02946472167969
305,0.0
306,41.49171447753906
307,122.6954345703125
308,125.9260482788086
309,125.02946472167969
310,117.42718505859375
311,39.32838439941406
312,122.6954345703125
313,99.54875946044922
314,24.15662956237793
315,122.6954345703125
316,1.4446455240249634
317,44.362464904785156
318,113.1495132446289
319,99.54875946044922
320,48.91875457763672
321,125.02946472167969
322,106.26484680175781
323,125.02946472167969
324,42.59315872192383
325,113.1495132446289
326,125.02946472167969
327,125.02946472167969
328,105.19236755371094
329,0.0
330,128.64321899414062
331,31.59659767150879
332,41.53260803222656
333,138.307373046875
334,106.26484680175781
335,23.31966209411621
336,6.970668792724609
337,6.970668792724609
338,117.42718505859375
339,105.19236755371094
340,77.61758422851562
341,122.6954345703125
342,37.65904998779297
343,6.970668792724609
344,113.1495132446289
345,37.26443099975586
346,99.54875946044922
347,42.59315872192383
348,39.32838439941406
349,105.19236755371094
350,37.26443099975586
351,113.1495132446289
352,23.97088050842285
353,152.7787628173828
354,0.0
355,0.0
356,124.68194580078125
357,117.42718505859375
358,117.42718505859375
359,77.61758422851562
360,77.61758422851562
361,30.066408157348633
362,8.80505084991455
363,1.2027620077133179
364,125.02946472167969
365,23.31966209411621
366,0.0
367,125.9260482788086
368,117.42718505859375
369,43.86980056762695
370,99.54875946044922
371,6.970668792724609
372,23.31966209411621
373,6.970668792724609
374,117.42718505859375
375,117.42718505859375
376,1.2027620077133179
377,1.2027620077133179
378,1.2027620077133179
379,11.522602081298828
380,125.02946472167969
381,117.42718505859375
382,11.915821075439453
383,8.131192207336426
384,117.42718505859375
385,4.929474830627441
386,22.73786735534668
387,117.42718505859375
388,105.19236755371094
389,22.73786735534668
390,1.2027620077133179
391,99.54875946044922
392,1.2027620077133179
393,23.31966209411621
394,105.19236755371094
395,0.0
396,6.970668792724609
397,12.280948638916016
398,10.207958221435547
399,122.70592498779297
400,117.42718505859375
401,23.31966209411621
402,77.61758422851562
403,113.1495132446289
404,113.1495132446289
405,23.31966209411621
406,129.003173828125
407,105.19236755371094
408,99.54875946044922
409,41.76554870605469
410,116.26665496826172
411,22.73786735534668
412,0.0
413,105.19236755371094
414,23.31966209411621
415,105.19236755371094
416,99.54875946044922
417,105.19236755371094
418,105.19236755371094
419,1.2027620077133179
420,1.2027620077133179
421,38.541072845458984
422,29.82854652404785
423,110.3677749633789
424,46.14750671386719
425,0.0
426,1.2027620077133179
427,41.76554870605469
428,23.31966209411621
429,8.80505084991455
430,110.3677749633789
431,105.19236755371094
432,118.98190307617188
433,40.60502624511719
434,99.54875946044922
435,105.19236755371094
436,99.54875946044922
437,23.31966209411621
438,23.31966209411621
439,105.19236755371094
440,0.0
441,8.131192207336426
442,14.233819007873535
443,22.73786735534668
444,105.19236755371094
445,44.50162887573242
446,102.23886108398438
447,102.23886108398438
448,110.85298919677734
449,25.644681930541992
450,25.644681930541992
451,1.8539801836013794
452,102.23886108398438
453,1.8539801836013794
454,25.240135192871094
455,24.079612731933594
456,4.871086120605469
457,24.661407470703125
458,11.870182991027832
459,25.240135192871094
460,105.19236755371094
461,5.742262840270996
462,107.22244262695312
463,105.19236755371094
464,105.19236755371094
465,24.99346351623535
466,23.25114631652832
467,77.61758422851562
468,105.19236755371094
469,24.41166877746582
470,124.92365264892578
471,47.683082580566406
472,53.6278190612793
473,34.16147994995117
474,42.05936813354492
475,105.19236755371094
476,24.41166877746582
477,36.81340026855469
478,1.2027620077133179
479,105.19236755371094
480,11.020744323730469
481,19.937681198120117
482,99.54875946044922
483,28.230880737304688
484,10.627525329589844
485,48.784523010253906
486,29.21110725402832
487,105.19236755371094
488,4.983914375305176
489,105.19236755371094
490,125.02946472167969
491,126.97310638427734
492,126.97310638427734
493,1.4446455240249634
494,110.3677749633789
495,0.0
496,126.97310638427734
497,77.61758422851562
498,11.385871887207031
499,126.97310638427734
500,107.43706512451172
501,99.54875946044922
502,24.41166877746582
503,4.983914375305176
504,125.02946472167969
505,125.02946472167969
506,99.54875946044922
507,24.41166877746582
508,125.02946472167969
509,117.42718505859375
510,99.54875946044922
511,105.19236755371094
512,105.19236755371094
513,1.2027620077133179
514,25.504722595214844
515,43.85041427612305
516,105.19236755371094
517,77.61758422851562
518,24.99346351623535
519,32.595760345458984
520,105.19236755371094
521,48.784523010253906
522,46.68027114868164
523,99.54875946044922
524,50.5538330078125
525,47.723976135253906
526,48.784523010253906
527,45.104061126708984
528,105.19236755371094
529,105.19236755371094
530,118.37517547607422
531,24.99346351623535
532,105.19236755371094
533,24.41166877746582
534,32.595760345458984
535,43.85041427612305
536,8.80505084991455
537,110.3677749633789
538,46.68027114868164
539,105.19236755371094
540,8.668649673461914
541,105.19236755371094
542,43.45579528808594
543,77.61758422851562
544,34.7432746887207
545,8.80505084991455
546,24.99346351623535
547,24.99346351623535
548,116.22977447509766
549,110.3677749633789
550,110.3677749633789
551,37.31479263305664
552,32.595760345458984
553,0.0
554,46.68027114868164
555,32.595760345458984
556,105.19236755371094
557,55.23710632324219
558,105.19236755371094
559,77.61758422851562
560,32.595760345458984
561,77.61758422851562
562,105.19236755371094
563,99.54875946044922
564,9.400545120239258
565,93.97358703613281
566,107.52835845947266
567,100.00685119628906
568,99.14899444580078
569,21.18839454650879
570,93.97358703613281
571,0.0
572,93.97358703613281
573,73.25788116455078
574,24.21567726135254
575,37.86680221557617
576,93.97358703613281
577,93.97358703613281
578,21.18839454650879
579,2.3031835556030273
580,89.44954681396484
581,93.97358703613281
582,0.0
583,24.21567726135254
584,93.97358703613281
585,8.785903930664062
586,93.97358703613281
587,9.680107116699219
588,93.97358703613281
589,0.0
590,93.97358703613281
591,2.3031835556030273
592,43.61558532714844
593,24.21567726135254
594,93.97358703613281
595,44.14405822753906
596,24.21567726135254
597,93.97358703613281
598,2.3031835556030273
599,8.785903930664062
600,24.21567726135254
601,2.3031835556030273
602,93.97358703613281
603,93.97358703613281
604,89.44954681396484
605,2.3031835556030273
606,93.97358703613281
607,2.3031835556030273
608,93.97358703613281
609,2.3031835556030273
610,2.300222396850586
611,24.21567726135254
612,93.97358703613281
613,2.3031835556030273
614,93.97358703613281
615,25.545473098754883
616,47.19869613647461
617,2.3031835556030273
618,93.97358703613281
619,93.97358703613281
620,93.97358703613281
621,24.21567726135254
622,89.44954681396484
623,2.3031835556030273
624,93.97358703613281
625,25.545473098754883
626,51.46687698364258
627,93.97358703613281
628,47.59331512451172
629,93.97358703613281
630,93.97358703613281
631,2.917825698852539
632,0.0
633,10.471996307373047
634,26.532461166381836
635,22.453645706176758
636,69.53758239746094
637,2.3031835556030273
638,2.300222396850586
639,80.100830078125
640,5.590107440948486
641,37.12982177734375
642,5.590107440948486
643,68.20933532714844
644,2.3031835556030273
645,69.53758239746094
646,2.3031835556030273
647,68.20933532714844
648,10.092628479003906
649,34.77498245239258
650,69.53758239746094
651,83.09235382080078
652,69.53758239746094
653,69.53758239746094
654,10.092628479003906
655,69.53758239746094
656,0.0
657,69.53758239746094
658,68.20933532714844
659,69.53758239746094
660,69.53758239746094
661,74.7129898071289
662,69.53758239746094
663,81.2701187133789
664,69.53758239746094
665,2.3031835556030273
666,69.53758239746094
667,69.53758239746094
668,5.590107440948486
669,68.20933532714844
670,5.590107440948486
671,68.20933532714844
672,2.3031835556030273
673,10.092628479003906
674,69.53758239746094
675,68.20933532714844
676,69.53758239746094
677,0.0
678,21.123849868774414
679,8.932106018066406
680,37.12982177734375
681,74.7129898071289
682,68.20933532714844
683,69.53758239746094
684,83.09235382080078
685,0.0
686,68.20933532714844
687,69.53758239746094
688,74.7129898071289
689,5.590107440948486
690,69.53758239746094
691,0.0
692,81.76410675048828
693,69.53758239746094
694,2.3031835556030273
695,46.0258903503418
696,5.590107440948486
697,59.434017181396484
698,69.53758239746094
699,68.20933532714844
700,69.53758239746094
701,0.0
702,69.53758239746094
703,68.20933532714844
704,22.453645706176758
705,69.53758239746094
706,8.932106018066406
707,69.53758239746094
708,22.453645706176758
709,57.15439987182617
710,57.15439987182617
711,3.095073699951172
712,89.6059341430664
713,58.968502044677734
714,64.35548400878906
715,58.968502044677734
716,58.968502044677734
717,22.453645706176758
718,22.453645706176758
719,58.968502044677734
720,46.0258903503418
721,58.968502044677734
722,58.968502044677734
723,34.77498245239258
724,22.453645706176758
725,58.968502044677734
726,21.123849868774414
727,58.968502044677734
728,2.3031835556030273
729,64.14390563964844
730,0.0
731,58.968502044677734
732,64.14390563964844
733,59.180084228515625
734,59.180084228515625
735,37.12982177734375
736,22.453645706176758
737,22.453645706176758
738,2.3031835556030273
739,58.968502044677734
740,1.928862452507019
741,46.0258903503418
742,10.092628479003906
743,2.3031835556030273
744,26.296966552734375
745,58.968502044677734
746,2.3031835556030273
747,2.3031835556030273
748,58.968502044677734
749,58.968502044677734
750,22.079322814941406
751,1.928862452507019
752,22.453645706176758
753,58.968502044677734
754,22.453645706176758
755,22.453645706176758
756,58.968502044677734
757,22.453645706176758
758,10.092628479003906
759,32.83334732055664
760,22.453645706176758
761,23.290613174438477
762,33.20766830444336
763,10.092628479003906
764,22.453645706176758
765,10.092628479003906
766,22.453645706176758
767,22.453645706176758
768,22.079322814941406
769,22.453645706176758
770,22.453645706176758
771,22.453645706176758
772,22.453645706176758
773,10.092628479003906
774,21.123849868774414
775,21.123849868774414
776,22.453645706176758
777,22.453645706176758
778,22.453645706176758
779,22.453645706176758
780,10.092628479003906
781,10.092628479003906
782,10.092628479003906
783,10.092628479003906
784,34.113258361816406
785,21.123849868774414
786,21.123849868774414
787,21.123849868774414
788,21.123849868774414
789,21.123849868774414
790,21.123849868774414
791,20.749526977539062
792,10.092628479003906
793,20.749526977539062
794,9.718307495117188
795,40.12928009033203
796,40.12928009033203
797,64.32569885253906
798,64.32569885253906
799,64.32569885253906
800,64.32569885253906
801,64.32569885253906
802,80.51432037353516
803,64.32569885253906
804,64.32569885253906
805,64.32569885253906
806,64.32569885253906
807,64.32569885253906
808,64.32569885253906
809,64.32569885253906
810,64.32569885253906
811,64.32569885253906
812,64.32569885253906
813,103.79732513427734
814,64.32569885253906
815,64.32569885253906
816,48.56602478027344
817,64.32569885253906
818,64.32569885253906
819,64.32569885253906
820,66.00837707519531
821,64.32569885253906
822,64.32569885253906
823,64.32569885253906
824,64.32569885253906
825,64.32569885253906
826,64.32569885253906
827,64.32569885253906
828,64.32569885253906
829,64.32569885253906
830,64.32569885253906
831,64.32569885253906
832,64.32569885253906
833,64.32569885253906
834,64.32569885253906
835,64.32569885253906
836,64.32569885253906
837,64.32569885253906
838,64.32569885253906
839,64.32569885253906
840,64.32569885253906
841,64.32569885253906
842,64.32569885253906
843,64.32569885253906
844,64.32569885253906
845,64.32569885253906
846,64.32569885253906
847,64.32569885253906
848,64.32569885253906
849,64.32569885253906
850,74.69409942626953
851,64.32569885253906
852,64.32569885253906
853,64.32569885253906
854,64.32569885253906
855,64.32569885253906
856,64.32569885253906
857,64.32569885253906
858,64.32569885253906
859,64.32569885253906
860,64.32569885253906
861,64.32569885253906
862,64.32569885253906
863,64.32569885253906
864,64.32569885253906
865,64.32569885253906
866,64.32569885253906
867,64.32569885253906
868,64.32569885253906
869,64.32569885253906
870,64.32569885253906
871,64.32569885253906
872,64.32569885253906
873,64.32569885253906
874,64.32569885253906
875,64.32569885253906
876,64.32569885253906
877,48.56602478027344
878,64.32569885253906
879,64.32569885253906
880,64.32569885253906
881,64.32569885253906
882,64.32569885253906
883,64.32569885253906
884,64.32569885253906
885,64.32569885253906
886,64.32569885253906
887,64.32569885253906
888,64.32569885253906
889,64.32569885253906
890,64.32569885253906
891,64.32569885253906
892,64.32569885253906
893,64.32569885253906
894,64.32569885253906
895,64.32569885253906
896,64.32569885253906
897,64.32569885253906
898,64.32569885253906
899,64.32569885253906
900,64.32569885253906
901,64.32569885253906
902,64.32569885253906
903,64.32569885253906
904,64.32569885253906
905,64.32569885253906
906,48.56602478027344
907,64.32569885253906
908,64.32569885253906
909,97.61380767822266
910,64.32569885253906
911,104.63507080078125
912,107.99858093261719
913,107.99858093261719
914,101.367919921875
915,101.367919921875
916,101.367919921875
917,101.367919921875
918,107.99858093261719
919,104.63507080078125
920,101.367919921875
921,149.40235900878906
922,107.99858093261719
923,101.367919921875
924,80.52059173583984
925,101.367919921875
926,107.99858093261719
927,101.367919921875
928,101.367919921875
929,104.63507080078125
930,117.0914077758789
931,101.367919921875
932,112.80208587646484
933,101.367919921875
934,101.367919921875
935,104.63507080078125
936,104.63507080078125
937,104.63507080078125
938,104.63507080078125
939,107.99858093261719
940,104.63507080078125
941,126.00749206542969
942,104.63507080078125
943,101.367919921875
944,107.99858093261719
945,107.99858093261719
946,104.63507080078125
947,139.67259216308594
948,107.99858093261719
949,104.63507080078125
950,107.99858093261719
951,104.63507080078125
952,104.63507080078125
953,101.367919921875
954,101.367919921875
955,101.367919921875
956,107.99858093261719
957,107.99858093261719
958,109.04204559326172
959,105.77489471435547
960,109.04204559326172
961,105.77489471435547
962,105.77489471435547
963,105.77489471435547
964,109.04204559326172
965,105.77489471435547
966,109.04204559326172
967,109.04204559326172
968,105.77489471435547
969,109.04204559326172
970,110.58450317382812
971,110.58450317382812
972,110.58450317382812
973,110.58450317382812
974,110.58450317382812
975,83.10652160644531
976,110.58450317382812
977,127.05010223388672
978,83.10652160644531
979,110.58450317382812
980,101.85555267333984
981,110.58450317382812
982,110.58450317382812
983,110.58450317382812
984,110.58450317382812
985,110.58450317382812
986,110.58450317382812
987,110.58450317382812
988,110.58450317382812
989,110.58450317382812
990,110.58450317382812
991,110.58450317382812
992,110.58450317382812
993,83.10652160644531
994,110.58450317382812
995,110.58450317382812
996,114.40970611572266
997,114.40970611572266
998,110.58450317382812
999,118.75151824951172
1000,114.40970611572266
1001,110.58450317382812
1002,130.3644256591797
1003,110.58450317382812
1004,110.58450317382812
1005,110.58450317382812
1006,110.58450317382812
1007,110.58450317382812
1008,110.58450317382812
1009,110.58450317382812
1010,110.58450317382812
1011,110.58450317382812
1012,110.58450317382812
1013,110.58450317382812
1014,110.58450317382812
1015,110.58450317382812
1016,110.58450317382812
1017,110.58450317382812
1018,110.58450317382812
1019,110.58450317382812
1020,110.58450317382812
1021,110.58450317382812
1022,83.10652160644531
1023,110.58450317382812
1024,110.58450317382812
1025,110.58450317382812
1026,110.58450317382812
1027,110.58450317382812
1028,110.58450317382812
1029,110.58450317382812
1030,110.58450317382812
1031,110.58450317382812
1032,110.58450317382812
1033,110.58450317382812
1034,110.58450317382812
1035,110.58450317382812
1036,110.58450317382812
1037,110.58450317382812
1038,110.58450317382812
1039,110.58450317382812
1040,110.58450317382812
1041,110.58450317382812
1042,110.58450317382812
1043,110.58450317382812
1044,110.58450317382812
1045,110.58450317382812
1046,110.58450317382812
1047,110.58450317382812
1048,110.58450317382812
1049,110.58450317382812
1050,110.58450317382812
1051,114.40970611572266
1052,118.75151824951172
1053,147.1112518310547
1054,110.58450317382812
1055,110.58450317382812
1056,114.40970611572266
1057,101.85555267333984
1058,152.73599243164062
1059,118.75151824951172
1060,117.66592407226562
1061,110.58450317382812
1062,110.58450317382812
1063,110.58450317382812
1064,110.58450317382812
1065,110.58450317382812
1066,110.58450317382812
1067,110.58450317382812
1068,110.58450317382812
1069,110.58450317382812
1070,110.58450317382812
1071,110.58450317382812
1072,110.58450317382812
1073,110.58450317382812
1074,110.58450317382812
1075,110.58450317382812
1076,110.58450317382812
1077,110.58450317382812
1078,110.58450317382812
1079,110.58450317382812
1080,110.58450317382812
1081,110.58450317382812
1082,110.58450317382812
1083,110.58450317382812
1084,110.58450317382812
1085,110.58450317382812
1086,110.58450317382812
1087,110.58450317382812
1088,110.58450317382812
1089,110.58450317382812
1090,110.58450317382812
1091,110.58450317382812
1092,110.58450317382812
1093,110.58450317382812
1094,110.58450317382812
1095,110.58450317382812
1096,110.58450317382812
1097,110.58450317382812
1098,110.58450317382812
1099,101.85555267333984
1100,110.58450317382812
1101,110.58450317382812
1102,110.58450317382812
1103,110.58450317382812
1104,110.58450317382812
1105,110.58450317382812
1106,110.58450317382812
1107,114.40970611572266
1108,112.01953887939453
1109,110.58450317382812
1110,110.58450317382812
1111,110.58450317382812
1112,110.58450317382812
1113,110.58450317382812
1114,110.58450317382812
1115,110.58450317382812
1116,110.58450317382812
1117,110.58450317382812
1118,110.58450317382812
1119,110.58450317382812
1120,110.58450317382812
1121,110.58450317382812
1122,110.58450317382812
1123,110.58450317382812
1124,110.58450317382812
1125,110.58450317382812
1126,110.58450317382812
1127,110.58450317382812
1128,110.58450317382812
1129,110.58450317382812
1130,110.58450317382812
1131,114.40970611572266
1132,123.10322570800781
1133,107.63099670410156
1134,115.79801177978516
1135,108.90247344970703
1136,114.40970611572266
1137,110.58450317382812
1138,114.40970611572266
1139,110.58450317382812
1140,114.40970611572266
1141,114.40970611572266
1142,110.58450317382812
1143,110.58450317382812
1144,110.58450317382812
1145,110.58450317382812
1146,110.58450317382812
1147,110.58450317382812
1148,110.58450317382812
1149,110.58450317382812
1150,110.58450317382812
1151,110.58450317382812
1152,110.58450317382812
1153,110.58450317382812
1154,110.58450317382812
1155,110.58450317382812
1156,110.58450317382812
1157,110.58450317382812
1158,110.58450317382812
1159,110.58450317382812
1160,110.58450317382812
1161,110.58450317382812
1162,110.58450317382812
1163,110.58450317382812
1164,110.58450317382812
1165,110.58450317382812
1166,110.58450317382812
1167,110.58450317382812
1168,110.58450317382812
1169,110.58450317382812
1170,110.58450317382812
1171,110.58450317382812
1172,110.58450317382812
1173,110.58450317382812
1174,110.58450317382812
1175,110.58450317382812
1176,110.58450317382812
1177,110.58450317382812
1178,110.58450317382812
1179,110.58450317382812
1180,110.58450317382812
1181,110.58450317382812
1182,110.58450317382812
1183,110.58450317382812
1184,114.40970611572266
1185,84.60356140136719
1186,84.60356140136719
1187,110.58450317382812
1188,110.58450317382812
1189,110.58450317382812
1190,110.58450317382812
1191,110.58450317382812
1192,110.58450317382812
1193,110.58450317382812
1194,110.58450317382812
1195,110.58450317382812
1196,110.58450317382812
1197,110.58450317382812
1198,110.58450317382812
1199,110.58450317382812
1200,110.58450317382812
1201,110.58450317382812
1202,110.58450317382812
1203,110.58450317382812
1204,110.58450317382812
1205,110.58450317382812
1206,84.60356140136719
1207,110.58450317382812
1208,110.58450317382812
1209,84.60356140136719
1210,112.66178131103516
1211,84.60356140136719
1212,84.60356140136719
1213,110.58450317382812
1214,84.60356140136719
1215,114.40970611572266
1216,110.58450317382812
1217,110.58450317382812
1218,110.58450317382812
1219,110.58450317382812
1220,110.58450317382812
1221,110.58450317382812
1222,110.58450317382812
1223,110.58450317382812
1224,110.58450317382812
1225,110.58450317382812
1226,110.58450317382812
1227,110.58450317382812
1228,110.58450317382812
1229,110.58450317382812
1230,106.9520263671875
1231,106.9520263671875
1232,106.9520263671875
1233,106.9520263671875
1234,106.9520263671875
1235,106.9520263671875
1236,106.9520263671875
1237,106.9520263671875
1238,106.9520263671875
1239,103.61642456054688
1240,106.9520263671875
1241,109.90553283691406
1242,109.90553283691406
1243,109.90553283691406
1244,109.90553283691406
1245,109.90553283691406
1246,109.90553283691406
1247,109.90553283691406
1248,109.90553283691406
1249,109.90553283691406
1250,109.90553283691406
1251,110.92655181884766
1252,109.90553283691406
1253,109.90553283691406
1254,109.90553283691406
1255,109.90553283691406
1256,81.63577270507812
1257,109.90553283691406
1258,109.90553283691406
1259,109.90553283691406
1260,109.90553283691406
1261,109.90553283691406
1262,109.90553283691406
1263,109.90553283691406
1264,109.90553283691406
1265,109.90553283691406
1266,109.90553283691406
1267,109.90553283691406
1268,109.90553283691406
1269,109.90553283691406
1270,109.90553283691406
1271,109.90553283691406
1272,109.90553283691406
1273,109.90553283691406
1274,109.90553283691406
1275,109.90553283691406
1276,109.90553283691406
1277,109.90553283691406
1278,109.90553283691406
1279,109.90553283691406
1280,109.90553283691406
1281,109.90553283691406
1282,109.90553283691406
1283,109.90553283691406
1284,109.90553283691406
1285,109.90553283691406
1286,109.90553283691406
1287,109.90553283691406
1288,109.90553283691406
1289,109.90553283691406
1290,109.90553283691406
1291,109.90553283691406
1292,109.90553283691406
1293,109.90553283691406
1294,109.90553283691406
1295,109.90553283691406
1296,109.90553283691406
1297,109.90553283691406
1298,109.90553283691406
1299,109.90553283691406
1300,109.90553283691406
1301,109.90553283691406
1302,109.90553283691406
1303,109.90553283691406
1304,109.90553283691406
1305,109.90553283691406
1306,109.90553283691406
1307,109.90553283691406
1308,109.90553283691406
1309,109.90553283691406
1310,109.90553283691406
1311,13.00735092163086
1312,13.00735092163086
1313,27.614025115966797
1314,56.154720306396484
1315,27.614025115966797
1316,27.614025115966797
1317,25.396974563598633
1318,27.614025115966797
1319,26.453502655029297
1320,13.868364334106445
1321,21.879026412963867
1322,14.968788146972656
1323,14.968788146972656
1324,15.583429336547852
1325,14.968788146972656
1326,26.00000762939453
1327,14.968788146972656
1328,26.00000762939453
1329,26.00000762939453
1330,14.968788146972656
1331,26.00000762939453
1332,14.645230293273926
1333,26.00000762939453
1334,26.00000762939453
1335,24.83948516845703
1336,13.808265686035156
1337,26.00000762939453
1338,26.00000762939453
1339,26.00000762939453
1340,15.583429336547852
1341,14.968788146972656
1342,12.286458969116211
1343,27.358409881591797
1344,23.31768035888672
1345,12.286458969116211
1346,13.808265686035156
1347,26.00000762939453
1348,14.968788146972656
1349,12.286458969116211
1350,13.00735092163086
1351,13.00735092163086
1352,27.614025115966797
1353,27.614025115966797
1354,34.851951599121094
1355,11.84682846069336
1356,29.287826538085938
1357,29.287826538085938
1358,29.287826538085938
1359,14.968788146972656
1360,14.968788146972656
1361,29.091835021972656
1362,29.091835021972656
1363,35.2101936340332
1364,26.00000762939453
1365,26.00000762939453
1366,14.645230293273926
1367,39.22110366821289
1368,26.00000762939453
1369,66.10216522216797
1370,26.978925704956055
1371,13.808265686035156
1372,13.808265686035156
1373,26.00000762939453
1374,13.808265686035156
1375,13.808265686035156
1376,13.808265686035156
1377,23.932323455810547
1378,55.742496490478516
1379,24.83948516845703
1380,26.00000762939453
1381,26.00000762939453
1382,54.81804275512695
